pair_id,w1,w2
722,అన్వేషించడం,శాసనసభ
723,వార్తాపత్రిక,రేడియో
724,అట్టు,విప్లవోద్యమము
725,అంతర్జాతీయము,శ్రవణం
726,అనుభవం,ప్రయోజనకరమైన
727,బాధ్యతాయుతమైన,సంఖ్య
728,ఉపాధ్యాయుడు,చికిత్స
729,వార్తాపత్రిక,శ్రవణం
730,శాసనసభ,కార్యనిర్వాహక
731,అభివృద్ధిచేయడం,ఆదాయం
732,ప్రపంచం,రాజమహేంద్రవరం
733,ప్రయాణం,శస్త్రచికిత్స
734,అభివృద్ధిచేయడం,వ్యాధి
735,చిరస్మరణీయం,జాతీయసంపద
736,నీటిపారుదల,వ్యక్తిత్వం
737,అంతర్జాతీయము,అభివృద్ధి
738,కార్యనిర్వాహక,పరిశోధనము
739,కార్యనిర్వాహక,జాతీయసంపద
740,చలనచిత్రము,రాజమహేంద్రవరం
741,విప్లవోద్యమము,సర్వాధికారి
742,దేశం,ప్రయోజనకరమైన
743,రూపం,శస్త్రచికిత్స
744,అభివృద్ధిచేయడం,దిశ
745,అంతరిక్షపరిశోధన,లిపి
746,అభివృద్ధిచేయడం,పట్టిక
747,అభివృద్ధిచేయడం,సంబంధం
748,బాధ్యతాయుతమైన,స్వేచ్ఛ
749,శస్త్రచికిత్స,పరిశోధనము
750,నిరంతరాభివృద్ధి,ప్రకృతి
751,గ్రంథాలయం,బాధ్యతాయుతమైన
752,రాజమహేంద్రవరం,శ్రీకాకుళం
753,కార్యనిర్వాహక,పూలు
754,బాధ్యతాయుతమైన,మనిషి
755,బాధ్యతాయుతమైన,లేఖనం
756,నిరంతరాభివృద్ధి,నీళ్ళు
757,నిరంతరాభివృద్ధి,నైపుణ్యం
758,అంతరిక్షపరిశోధన,సాంస్కృతికత
759,అంతరిక్షపరిశోధన,సమస్య
760,అంతరిక్షపరిశోధన,జీవితం
